Is_CH,SCH_S,ADV_S,Expaned Energy,Data_Sent_To_BS,DATA_R,JOIN_R,JOIN_S,ADV_R,Rank,DATA_S,dist_CH_To_BS,Dist_To_CH,SCH_R,label
0,0,0,0.162,0,0,0,1,7,1,96,0.0,26.1337,1,0
1,0,1,0.04526,1,0,0,0,8,0,0,117.68755,0.0,0,2
0,0,0,0.0669,0,0,0,1,3,9,37,0.0,32.62355,1,4
0,0,0,0.06559,0,0,0,1,2,5,36,0.0,42.12418,1,0
0,0,0,0.04437,0,0,0,1,2,17,24,0.0,13.54796,1,0
0,0,0,0.2335,13,117,0,0,0,0,13,127.02721,0.0,0,0
0,0,0,0.12242,0,0,0,1,10,12,72,0.0,22.8925,1,0
0,0,0,1.17851,10,882,0,0,3,9,10,135.07918,0.0,0,0
0,0,0,0.02898,0,0,0,1,16,4,17,0.0,12.11385,1,0
1,0,1,0.23999,13,0,0,0,9,0,0,139.37881,0.0,0,0
0,0,0,0.8732,13,420,0,0,0,0,13,162.13718,0.0,0,0
0,0,0,0.07229,0,0,0,1,5,1,42,0.0,2.60698,1,0
0,0,0,0.11216,0,0,0,1,4,2,65,0.0,24.84997,1,0
1,0,1,0.0157,0,811,21,0,3,0,0,0.0,0.0,0,1
0,0,0,0.09168,0,0,0,1,4,10,53,0.0,23.67418,1,0
0,0,0,0.14125,0,0,0,1,7,9,80,0.0,47.85348,1,0
1,0,1,0.00583,0,0,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.21727,0,0,0,1,8,1,131,0.0,7.26786,1,0
0,0,0,0.0062,0,0,0,1,25,38,0,0.0,82.97213,0,0
1,1,1,1.8284,0,1215,32,0,3,0,0,0.0,0.0,0,1
0,0,0,1.91156,0,0,0,1,28,2,0,0.0,71.47297,0,0
0,0,0,0.17225,0,0,0,1,5,5,103,0.0,13.954,1,0
1,0,1,0.01399,0,0,0,0,9,0,0,0.0,0.0,0,2
1,0,1,0.05021,2,0,0,0,26,0,0,169.27535,0.0,0,2
1,0,1,0.02591,0,4,0,0,27,0,0,0.0,0.0,0,2
1,8,1,0.00222,0,1,6,0,1,0,0,135.09958,0.0,0,4
0,0,0,0.09352,0,0,0,1,5,18,55,0.0,4.28031,1,0
1,1,1,2.18376,27,1196,26,0,3,0,0,156.97332,0.0,0,2
1,0,1,0.00447,0,0,0,0,25,0,0,0.0,0.0,0,1
0,0,0,0.13527,0,0,0,1,5,11,80,0.0,21.84585,1,0
0,0,0,1.45503,0,0,0,1,5,1,90,0.0,7.85018,1,0
0,0,0,0.05932,0,0,0,1,4,3,36,0.0,17.73115,1,0
0,0,0,0.1853,0,0,0,1,6,8,111,0.0,20.10479,1,0
0,0,0,1.06451,13,611,0,0,0,0,13,112.46476,0.0,0,0
0,0,0,0.54745,0,0,0,1,3,1,38,0.0,37.01875,1,0
0,0,0,0.11139,0,0,0,1,11,7,65,0.0,21.35118,1,0
0,0,0,0.09393,0,0,0,1,3,10,53,0.0,60.33089,1,0
0,0,0,0.13078,0,0,0,1,4,9,53,0.0,5.94494,1,0
0,0,0,0.04842,0,0,0,1,4,11,25,0.0,32.71663,1,0
0,0,0,0.06528,0,0,0,1,2,4,39,0.0,22.03017,1,0
0,0,0,0.13812,0,0,0,1,5,3,80,0.0,33.19404,1,0
0,0,0,0.66837,13,377,0,0,0,0,13,149.91846,0.0,0,0
0,0,0,0.13512,67,0,0,1,5,8,76,133.60845,29.40389,1,0
0,0,0,0.10659,0,0,0,1,7,8,62,0.0,22.5704,1,0
0,0,0,0.15601,0,0,0,1,6,3,90,0.0,40.86904,1,0
0,0,0,0.1716,0,0,0,1,4,6,103,0.0,12.48639,1,0
0,0,0,0.26497,0,0,0,1,6,3,160,0.0,16.52551,1,0
1,0,1,0.03417,0,0,0,0,24,0,0,118.92794,0.0,0,2
1,1,1,2.42573,54,1153,21,0,7,0,0,108.34705,0.0,0,0
0,0,0,0.15667,0,0,0,1,4,11,90,0.0,43.81281,1,0
0,0,0,0.12268,0,0,0,1,6,9,72,0.0,20.43815,1,0
0,0,0,0.06502,0,0,0,1,4,13,40,0.0,9.10007,1,0
0,0,0,0.06418,0,0,0,1,4,9,36,0.0,20.01242,1,0
0,0,0,0.1985,0,0,0,1,5,7,120,0.0,9.28598,1,0
0,0,0,1.37153,0,0,0,1,27,65,0,0.0,12.43696,0,0
1,0,1,0.00446,0,0,0,0,25,0,0,0.0,0.0,0,1
1,0,1,1.14492,9,0,0,0,15,0,0,102.3431,0.0,0,0
0,0,0,0.07497,0,0,0,1,5,1,42,0.0,29.82527,1,0
1,26,1,0.00727,0,0,26,0,4,0,0,0.0,0.0,0,4
0,0,0,0.07136,0,0,0,1,4,14,40,0.0,28.71552,1,0
0,0,0,0.04039,0,0,0,1,3,1,21,0.0,42.58716,1,0
0,0,0,0.64773,13,351,0,0,0,0,13,119.42132,0.0,0,0
0,0,0,0.21826,13,117,0,0,0,0,13,88.47785,0.0,0,0
0,0,0,0.14258,0,0,0,1,7,9,85,0.0,12.90483,1,0
0,0,0,0.09873,0,0,0,1,4,1,57,0.0,23.67418,1,0
0,0,0,0.07712,0,0,0,1,6,1,43,0.0,35.66637,1,0
1,2,1,0.00628,0,0,2,0,6,0,0,0.0,0.0,0,4
0,0,0,1.58598,0,0,0,1,7,1,131,0.0,21.01359,1,0
0,0,0,0.57845,13,39,0,0,0,0,13,102.66424,0.0,0,0
0,0,0,0.7879,0,0,0,1,6,1,80,0.0,35.46186,1,0
0,0,0,0.06285,0,0,0,1,4,17,35,0.0,31.03486,1,0
0,0,0,1.80584,57,0,0,1,10,3,62,134.94822,0.67335,1,0
0,0,0,0.40128,0,0,0,1,7,1,30,0.0,34.32499,1,0
0,0,0,0.10818,0,0,0,1,6,17,60,0.0,53.862,1,0
0,0,0,0.08503,0,0,0,1,8,15,49,0.0,19.25888,1,0
0,0,0,0.05226,0,0,0,1,5,1,27,0.0,63.1285,1,0
0,0,0,0.00607,0,0,0,1,28,33,0,0.0,17.04917,0,0
1,1,1,2.34886,40,1064,14,0,5,0,0,159.31297,0.0,0,2
0,0,0,1.98282,0,0,0,1,10,7,111,0.0,14.46976,1,0
0,0,0,0.06006,0,0,0,1,7,10,33,0.0,30.6556,1,0
0,0,0,0.07816,0,0,0,1,5,21,45,0.0,20.53833,1,0
0,0,0,0.03044,0,0,0,1,9,88,14,0.0,58.67577,1,0
0,0,0,0.24436,13,78,0,0,0,0,13,165.46205,0.0,0,0
0,0,0,0.21915,0,0,0,1,11,4,131,0.0,24.22514,1,0
0,0,0,0.08389,0,0,0,1,6,9,51,0.0,14.44826,1,0
0,0,0,0.02429,0,0,0,1,1,1,13,0.0,83.59582,1,0
0,0,0,0.58277,0,0,0,1,28,3,54,0.0,177.12022,1,0
1,6,1,0.00222,0,1,18,0,11,0,0,0.06417,0.0,0,4
0,0,0,0.29585,0,0,0,1,5,3,181,0.0,7.90087,1,0
0,0,0,2.22687,0,0,0,1,6,1,31,0.0,13.987,1,0
1,0,13,2.28571,8,8,0,0,28,0,0,84.52208,0.0,0,3
1,0,1,0.01452,2,0,0,0,9,0,0,142.10787,0.0,0,2
0,0,0,0.64059,13,351,0,0,0,0,13,99.75512,0.0,0,0
0,0,0,0.64347,13,351,0,0,0,0,13,145.47059,0.0,0,0
1,0,1,1.89544,13,0,0,0,0,0,0,81.89767,0.0,0,0
0,0,0,0.26013,0,0,0,1,5,1,103,0.0,18.52381,1,0
0,0,0,0.04889,0,0,0,1,3,1,26,0.0,35.29292,1,0
0,0,0,0.05293,0,0,0,1,3,21,28,0.0,46.65073,1,0
0,0,0,1.95588,13,1274,0,0,3,19,13,110.77682,0.0,0,0
0,0,0,0.03163,0,0,0,1,1,1,14,0.0,80.64251,1,0
0,0,0,0.0493,0,0,0,1,3,22,27,0.0,15.14612,1,0
1,31,1,0.83557,0,0,31,0,3,0,0,0.0,0.0,0,4
0,0,0,0.18434,0,0,0,1,3,8,111,0.0,8.69395,1,0
0,0,0,0.21698,0,0,0,1,8,6,131,0.0,13.23577,1,0
1,16,1,0.02636,0,0,17,0,3,0,0,1.01722,0.0,0,4
0,0,0,0.06478,0,0,0,1,3,57,19,0.0,24.09487,1,0
0,0,0,0.18166,0,0,0,1,8,2,111,0.0,15.38505,1,0
0,0,0,0.06067,0,0,0,1,5,2,33,0.0,35.93199,1,0
0,0,0,0.10992,0,0,0,1,5,1,65,0.0,12.26374,1,0
0,0,0,0.10674,0,0,0,1,3,1,60,0.0,44.25756,1,0
1,0,1,0.00447,0,0,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.04151,0,0,0,1,4,16,21,0.0,53.82767,1,0
0,0,0,0.14318,39,0,0,1,5,5,85,124.73687,16.12543,1,0
0,0,0,0.03682,0,0,0,1,4,1,18,0.0,60.98817,1,0
0,0,0,0.62144,13,351,0,0,0,0,13,144.22579,0.0,0,0
0,0,0,0.21626,0,0,0,1,5,1,131,0.0,6.45489,1,0
0,0,0,0.04668,0,0,0,1,4,26,24,0.0,37.69684,1,0
1,29,1,0.02008,1,0,1,0,5,0,0,133.25538,0.0,0,4
0,0,0,0.12706,0,0,0,1,7,2,72,0.0,43.03525,1,0
0,0,0,0.09406,0,0,0,1,8,1,55,0.0,10.63786,1,0
0,0,0,0.03576,0,0,0,1,4,31,18,0.0,35.03739,1,0
0,0,0,0.72222,0,0,0,1,4,1,39,0.0,63.72382,1,0
0,0,0,0.08118,0,0,0,1,9,20,45,0.0,46.32661,1,0
0,0,0,0.03853,0,0,0,1,2,3,19,0.0,49.9239,1,0
0,0,0,0.09728,0,0,0,1,5,1,57,0.0,14.0582,1,0
0,0,0,0.08037,0,0,0,1,5,2,46,0.0,13.22238,1,0
0,0,0,0.05024,0,0,0,1,4,1,26,0.0,50.32774,1,0
0,0,0,0.14335,0,0,0,1,4,5,0,0.0,10.68499,0,0
0,0,0,1.33435,0,485,0,1,28,67,0,0.0,99.97613,1,0
0,0,0,0.06358,0,0,0,1,4,3,35,0.0,30.20701,1,0
0,0,0,1.94328,13,1139,0,0,4,11,13,146.6169,0.0,0,0
0,0,0,0.04258,0,0,0,1,6,26,23,0.0,6.5328,1,0
0,0,0,0.08055,0,0,0,1,7,19,43,0.0,60.30807,1,0
0,0,0,0.00607,0,0,0,1,28,42,0,0.0,17.04917,0,0
0,0,0,0.05773,0,0,0,1,4,3,32,0.0,15.9396,1,0
0,0,0,0.04375,0,0,0,1,3,1,22,0.0,37.83577,1,0
0,0,0,0.02936,0,0,0,1,2,89,14,0.0,58.44033,1,0
0,0,0,0.10144,0,0,0,1,7,16,57,0.0,37.37953,1,0
0,0,0,0.00595,0,0,0,1,12,1,0,0.0,27.39024,0,0
1,0,1,1.72067,13,0,0,0,18,0,0,79.91525,0.0,0,0
0,0,0,0.96868,7,1056,0,0,9,16,7,155.41802,0.0,0,0
1,0,1,0.02222,0,0,0,0,25,0,0,0.0,0.0,0,2
1,0,1,0.01091,0,0,0,0,26,0,0,0.0,0.0,0,2
1,1,1,0.00723,0,1330,95,0,0,0,0,0.0,0.0,0,1
0,0,0,0.89553,0,0,0,1,5,1,46,0.0,41.15008,1,0
1,0,1,0.02687,0,0,0,0,26,0,0,0.0,0.0,0,2
0,0,0,0.11092,0,0,0,1,4,12,65,0.0,21.81412,1,0
1,0,1,0.2456,13,0,0,0,28,0,0,165.46205,0.0,0,0
0,0,0,0.24274,13,78,0,0,0,0,13,165.46205,0.0,0,0
0,0,0,0.03388,0,0,0,1,2,14,17,0.0,28.77325,1,0
0,0,0,0.03574,0,0,0,1,2,45,18,0.0,45.94323,1,0
0,0,0,0.04061,0,0,0,1,19,58,20,0.0,69.97248,1,0
1,0,1,0.06317,1,0,0,0,25,0,0,127.67545,0.0,0,2
0,0,0,0.10262,0,0,0,1,2,6,60,0.0,10.38603,1,0
0,0,0,0.10616,0,0,0,1,8,11,65,0.0,13.24974,1,0
0,0,0,0.035,0,0,0,1,4,24,18,0.0,21.08439,1,0
0,0,0,0.14461,0,0,0,1,6,12,85,0.0,30.0341,1,0
1,0,37,0.20534,13,0,0,0,28,0,0,102.66424,0.0,0,3
0,0,0,0.0523,0,0,0,1,7,1,29,0.0,17.71152,1,0
0,0,0,0.06682,0,0,0,1,3,13,36,0.0,48.80822,1,0
0,0,0,0.19929,0,0,0,1,9,4,120,0.0,8.63445,1,0
0,0,0,0.18829,0,0,0,1,5,1,111,0.0,31.88239,1,0
0,0,0,0.10101,0,0,0,1,6,1,57,0.0,31.88239,1,0
0,0,0,0.16773,0,0,0,1,7,2,96,0.0,45.29161,1,0
0,0,0,0.08184,0,0,0,1,5,8,46,0.0,35.62755,1,0
0,0,0,0.06146,0,0,0,1,4,5,34,0.0,24.31343,1,0
0,0,0,0.67064,13,312,0,0,0,0,13,152.31704,0.0,0,0
0,0,0,0.08861,0,0,0,1,8,12,51,0.0,22.18339,1,0
0,0,0,0.19907,13,26,0,0,0,0,13,102.66424,0.0,0,0
1,0,1,1.8953,13,29,0,0,0,0,0,135.85683,0.0,0,0
0,0,0,0.08445,0,0,0,1,3,3,48,0.0,25.80468,1,0
1,1,1,0.00472,0,592,57,0,21,0,0,0.0,0.0,0,1
0,0,0,0.12131,0,0,0,1,8,1,72,0.0,4.73544,1,0
0,0,0,0.0464,0,0,0,1,2,78,15,0.0,58.53804,1,0
0,0,0,0.0662,0,0,0,1,5,1,39,0.0,31.81838,1,0
0,0,0,1.05549,13,622,0,0,0,0,13,83.52531,0.0,0,0
1,0,11,0.21727,13,0,0,0,28,0,0,54.93262,0.0,0,3
0,0,0,0.21776,13,117,0,0,0,0,13,85.19329,0.0,0,0
0,0,0,0.09733,0,0,0,1,5,9,57,0.0,7.28896,1,0
0,0,0,0.06013,0,0,0,1,4,25,37,0.0,17.05275,1,0
0,0,0,0.29685,0,0,0,1,27,1,181,0.0,11.64927,1,0
0,0,0,0.08299,0,0,0,1,2,16,36,0.0,56.01272,1,0
1,0,1,0.02217,4,2,0,0,24,0,0,153.11892,0.0,0,2
0,0,0,0.08131,0,0,0,1,4,26,45,0.0,49.2269,1,0
0,0,0,0.09889,0,0,0,1,6,17,60,0.0,25.9865,1,0
0,0,0,0.02321,0,0,0,1,2,70,14,0.0,41.71474,1,0
0,0,0,0.03456,0,0,0,1,4,15,17,0.0,51.65259,1,0
1,1,1,1.48503,0,640,4,0,11,0,0,0.0,0.0,0,1
1,1,1,2.5348,55,1155,21,0,3,0,0,163.93021,0.0,0,0
0,0,0,0.12338,0,0,0,1,5,4,72,0.0,21.0652,1,0
0,0,0,0.21836,0,0,0,1,12,2,131,0.0,18.37926,1,0
0,0,0,0.05564,0,0,0,1,3,13,30,0.0,39.17972,1,0
0,0,0,0.10008,0,0,0,1,8,18,57,0.0,39.33788,1,0
0,0,0,0.06658,0,0,0,1,6,27,38,0.0,17.96801,1,0
1,0,1,0.01256,1,0,0,0,26,0,0,85.04317,0.0,0,2
0,0,0,1.03131,0,0,0,1,5,1,206,0.0,11.57828,1,0
0,0,0,0.04932,0,0,0,1,23,31,27,0.0,20.99136,1,0
0,0,0,0.05992,0,0,0,1,21,12,32,0.0,46.57968,1,0
0,0,0,0.04918,0,0,0,1,4,44,25,0.0,52.63638,1,0
0,0,0,0.12219,0,0,0,1,7,1,72,0.0,45.01391,1,0
1,0,1,0.03209,0,0,0,0,28,0,0,0.0,0.0,0,2
0,0,0,0.04975,0,0,0,1,4,11,27,0.0,28.1065,1,0
0,0,0,0.0935,0,0,0,1,8,1,55,0.0,9.06977,1,0
0,0,0,0.15297,0,0,0,1,6,20,24,0.0,47.27417,1,0
0,0,0,0.61195,13,337,0,0,0,0,13,125.33277,0.0,0,0
0,0,0,0.10327,0,0,0,1,7,11,60,0.0,25.74132,1,0
0,0,0,0.10559,0,0,0,1,7,13,62,0.0,17.87521,1,0
0,0,0,0.30257,0,0,0,1,6,1,181,0.0,27.4427,1,0
0,0,0,0.09401,0,0,0,1,6,1,55,0.0,18.63337,1,0
0,0,0,0.03139,0,0,0,1,3,67,16,0.0,27.4861,1,0
0,0,0,0.21665,13,117,0,0,0,0,13,88.47785,0.0,0,0
1,0,1,0.00752,0,0,0,0,9,0,0,0.0,0.0,0,2
0,0,0,0.05667,0,0,0,1,4,37,32,0.0,16.91288,1,0
0,0,0,0.11159,0,0,0,1,6,16,65,0.0,29.53063,1,0
0,0,0,0.24177,13,78,0,0,0,0,13,165.46205,0.0,0,0
0,0,0,0.66874,13,351,0,0,0,0,13,150.31682,0.0,0,0
0,0,0,0.16116,0,0,0,1,6,2,96,0.0,13.10711,1,0
0,0,0,1.91825,13,1237,0,0,4,24,13,121.69498,0.0,0,0
0,0,0,0.63412,0,0,0,1,2,1,14,0.0,3.72374,1,0
0,0,0,0.04546,0,0,0,1,3,9,23,0.0,53.89083,1,0
1,0,1,0.00446,0,0,0,0,25,0,0,0.0,0.0,0,1
0,0,0,0.11059,0,0,0,1,5,1,65,0.0,16.93829,1,0
0,0,0,0.08284,0,0,0,1,3,1,48,0.0,2.30908,1,0
0,0,0,0.05151,0,0,0,1,5,32,26,0.0,55.35917,1,0
0,0,0,0.63799,13,377,0,0,0,0,13,88.39737,0.0,0,0
0,0,0,0.02752,0,0,0,1,1,38,13,0.0,40.55729,1,0
0,0,0,0.07274,0,0,0,1,6,24,31,0.0,17.41144,1,0
0,0,0,0.09141,0,0,0,1,4,1,53,0.0,24.10834,1,0
0,0,0,0.14982,0,0,0,1,5,1,90,0.0,3.36967,1,0
1,1,1,0.01182,0,613,23,0,2,0,0,0.0,0.0,0,1
0,0,0,0.03519,0,0,0,1,12,4,19,0.0,4.78092,1,0
0,0,0,0.14276,0,0,0,1,4,1,85,0.0,17.32954,1,0
0,0,0,0.05169,0,0,0,1,6,23,28,0.0,33.16152,1,0
0,0,0,0.1284,0,0,0,1,4,13,76,0.0,19.96873,1,0
0,0,0,0.90326,0,0,0,1,28,46,27,0.0,43.26041,1,0
0,0,0,0.12175,0,0,0,1,6,15,72,0.0,18.81362,1,0
0,0,0,0.05351,0,0,0,1,5,11,29,0.0,31.6668,1,0
0,0,0,0.13595,2,684,0,0,4,7,2,176.34359,0.0,0,0
0,0,0,0.66998,13,377,0,0,0,0,13,149.91846,0.0,0,0
0,0,0,0.3379,0,0,0,1,6,1,206,0.0,9.4063,1,0
0,0,0,0.05061,0,0,0,1,4,31,26,0.0,59.28539,1,0
1,0,1,0.02035,0,0,0,0,9,0,0,158.38517,0.0,0,2
0,0,0,0.0909,0,0,0,1,4,13,53,0.0,10.70317,1,0
0,0,0,0.29358,0,0,0,1,9,2,181,0.0,6.60138,1,0
0,0,0,0.07638,13,13,0,0,0,0,13,102.66424,0.0,0,0
0,0,0,0.08545,0,0,0,1,3,22,49,0.0,31.14043,1,0
0,0,0,0.00612,0,0,0,1,27,44,0,0.0,55.41983,1,0
1,0,1,0.03528,0,0,0,0,27,0,0,0.0,0.0,0,2
0,0,0,0.08481,0,0,0,1,5,20,49,0.0,21.21039,1,0
0,0,0,0.11511,0,0,0,1,5,1,68,0.0,11.44903,1,0
0,0,0,0.05865,0,0,0,1,5,1,32,0.0,42.53465,1,0
0,0,0,0.07094,0,0,0,1,4,9,38,0.0,51.70326,1,0
0,0,0,1.05348,13,596,0,0,0,0,13,54.93262,0.0,0,0
0,0,0,0.10306,0,0,0,1,8,1,60,0.0,21.72771,1,0
0,0,0,0.14506,0,0,0,1,7,6,85,0.0,30.58972,1,0
0,0,0,0.13002,0,0,0,1,5,1,76,0.0,27.68814,1,0
0,0,0,0.21724,0,0,0,1,8,3,131,0.0,6.85383,1,0
0,0,0,0.20189,0,0,0,1,6,5,120,0.0,25.62634,1,0
0,0,0,0.22908,13,117,0,0,0,0,13,121.69498,0.0,0,0
0,0,0,0.08433,0,0,0,1,5,1,48,0.0,16.39259,1,0
0,0,0,0.21617,0,0,0,1,8,5,131,0.0,3.96705,1,0
0,0,0,0.18349,0,0,0,1,28,12,46,0.0,144.65955,1,0
0,0,0,0.07138,0,0,0,1,3,22,41,0.0,13.99931,1,0
1,0,1,2.12309,1,0,0,0,25,0,0,86.63523,0.0,0,2
0,0,0,0.15512,0,0,0,1,7,50,0,0.0,39.35636,1,0
1,0,1,0.00224,0,0,0,0,26,0,0,0.0,0.0,0,1
1,14,1,0.00723,0,0,14,0,5,0,0,0.0,0.0,0,4
1,14,1,0.00727,0,0,14,0,6,0,0,0.0,0.0,0,4
0,0,0,1.899,0,0,0,1,1,86,13,0.0,49.47835,1,0
1,0,1,0.23868,13,0,0,0,9,0,0,137.59248,0.0,0,0
0,0,0,0.12275,0,0,0,1,4,2,72,0.0,22.14842,1,0
0,0,0,0.05289,0,0,0,1,5,26,32,0.0,17.77454,1,0
0,0,0,0.22358,0,0,0,1,5,1,85,0.0,12.93331,1,0
1,0,1,0.00583,0,0,0,0,22,0,0,0.0,0.0,0,2
0,0,0,0.04728,0,0,0,1,4,1,26,0.0,15.55477,1,0
0,0,0,0.47228,4,1091,0,0,3,12,4,154.96942,0.0,0,0
1,0,1,0.02341,0,6,0,0,25,0,0,0.0,0.0,1,2
0,0,0,0.22055,13,117,0,0,0,0,13,104.29898,0.0,0,0
0,0,0,0.1846,0,0,0,1,9,1,111,0.0,11.451,1,0
0,0,0,1.05415,0,0,0,1,28,22,0,0.0,41.01905,0,0
1,0,1,0.01944,0,2,0,0,26,0,0,0.58996,0.0,0,2
0,0,0,0.12358,0,0,0,1,7,4,68,0.0,56.64486,1,0
0,0,0,0.3008,0,0,0,1,10,2,181,0.0,22.72066,1,0
0,0,0,0.09754,0,0,0,1,7,12,57,0.0,14.4367,1,0
0,0,0,0.1505,0,0,0,1,6,10,90,0.0,13.36615,1,0
0,0,0,0.11251,0,0,0,1,7,15,65,0.0,33.73828,1,0
0,0,0,0.26183,13,104,0,0,0,0,13,162.5505,0.0,0,0
0,0,0,0.04653,0,0,0,1,6,3,25,0.0,17.15947,1,0
0,0,0,0.07854,0,0,0,1,8,1,43,0.0,36.62087,1,0
0,0,0,0.06467,0,0,0,1,8,1,33,0.0,56.34872,1,0
1,6,1,1.76789,0,0,11,0,2,0,0,0.78096,0.0,0,4
0,0,0,0.09095,0,0,0,1,5,5,53,0.0,14.50203,1,0
0,0,0,0.10685,0,0,0,1,6,9,62,0.0,25.3061,1,0
1,18,1,0.00222,0,0,0,0,11,0,0,0.0,0.0,0,4
0,0,0,0.12143,0,0,0,1,7,1,72,0.0,11.57828,1,0
1,3,1,0.00669,1,0,27,0,4,0,0,0.6083,0.0,0,4
1,0,1,0.04054,0,0,0,0,24,0,0,121.68443,0.0,0,2
0,0,0,0.05527,0,0,0,1,6,1,31,0.0,13.27739,1,0
1,0,1,0.0511,2,0,0,0,26,0,0,122.27536,0.0,0,2
0,0,0,0.10581,0,0,0,1,7,1,60,0.0,31.26357,1,0
0,0,0,0.10377,0,0,0,1,8,5,60,0.0,24.36072,1,0
0,0,0,0.08393,0,0,0,1,6,2,51,0.0,20.19648,1,0
1,1,1,0.01186,0,985,1,0,7,0,0,0.0,0.0,0,1
0,0,0,0.08444,0,0,0,1,28,2,48,0.0,26.47968,1,0
1,0,16,0.64267,13,0,0,0,28,0,0,134.94822,0.0,0,3
0,0,0,0.08568,0,0,0,1,5,1,49,0.0,27.25864,1,0
1,1,22,0.20337,16,18,0,0,28,0,0,92.76742,0.0,1,3
0,0,0,0.06417,0,0,0,1,12,24,36,0.0,29.13503,1,0
1,0,1,0.03837,1,0,0,0,25,0,0,85.04317,0.0,0,2
0,0,0,0.04291,0,0,0,1,2,17,23,0.0,22.33754,1,0
0,0,0,0.19916,0,0,0,1,9,3,120,0.0,2.94512,1,0
0,0,0,0.0978,0,0,0,1,6,13,57,0.0,22.44498,1,0
0,0,0,0.22894,13,117,0,0,0,0,13,121.40806,0.0,0,0
0,0,0,0.02617,0,0,0,1,1,83,13,0.0,10.31027,1,0
1,0,1,0.23103,13,0,0,0,9,0,0,125.29042,0.0,0,0
0,0,0,0.07309,0,0,0,1,5,10,41,0.0,31.76407,1,0
0,0,0,0.18874,0,0,0,1,5,3,111,0.0,7.85018,1,0
0,0,0,0.08951,0,0,0,1,5,1,51,0.0,27.48507,1,0
1,1,1,0.01063,0,1221,32,0,6,0,0,0.0,0.0,0,1
0,0,0,0.19971,0,0,0,1,8,4,120,0.0,11.8053,1,0
0,0,0,1.96936,13,1123,0,0,3,17,13,163.93021,0.0,0,0
0,0,0,0.04902,0,0,0,1,3,10,23,0.0,74.12091,1,0
0,0,0,0.12276,0,0,0,1,6,1,72,0.0,21.3961,1,0
0,0,0,1.69894,13,928,0,0,0,49,13,170.03658,0.0,0,0
0,0,0,0.10644,0,0,0,1,5,1,62,0.0,28.19846,1,0
0,0,0,0.07154,0,0,0,1,7,31,40,0.0,39.86967,1,0
0,0,0,0.30622,0,0,0,1,5,3,144,0.0,5.67286,1,0
0,0,0,0.24436,13,78,0,0,0,0,13,165.46205,0.0,0,0
0,0,0,0.04316,0,0,0,1,4,4,21,0.0,50.8519,1,0
0,0,0,0.21561,13,78,0,0,0,0,13,54.93262,0.0,0,0
0,0,0,0.26021,13,104,0,0,0,0,13,162.5505,0.0,0,0
1,0,1,0.01181,0,2,0,0,26,0,0,159.3863,0.0,0,2
0,0,0,0.64059,13,349,0,0,0,0,13,99.75512,0.0,0,0
0,0,0,0.03881,0,0,0,1,3,45,18,0.0,69.85313,1,0
0,0,0,0.11643,0,0,0,1,8,9,72,0.0,2.21326,1,0
1,0,12,2.94901,13,0,0,0,28,0,0,159.31297,0.0,1,3
0,0,0,0.07749,0,0,0,1,9,24,45,0.0,11.28302,1,0
0,0,0,0.0447,0,0,0,1,3,1,20,0.0,93.78112,1,0
1,1,25,2.1601,11,9,4,0,28,0,0,161.82295,0.0,0,3
0,0,0,0.07907,0,0,0,1,8,19,49,0.0,10.63786,1,0
0,0,0,0.0409,0,0,0,1,3,54,22,0.0,27.90326,1,0
0,0,0,0.0471,0,0,0,1,2,43,25,0.0,44.54132,1,0
1,12,1,0.0065,0,0,12,0,5,0,0,0.0,0.0,0,4
0,0,0,0.97152,0,0,0,1,4,1,28,0.0,79.26672,1,0
0,0,0,0.05945,0,0,0,1,5,4,33,0.0,17.26619,1,0
0,0,0,0.09216,0,0,0,1,8,5,53,0.0,23.82373,1,0
0,0,0,0.05304,0,0,0,1,5,1,28,0.0,35.13963,1,0
0,0,0,0.07836,0,0,0,1,7,8,45,0.0,9.60102,1,0
0,0,0,0.08237,0,0,0,1,5,18,49,0.0,43.05885,1,0
1,0,1,1.56374,13,0,0,0,6,0,0,122.27536,0.0,0,0
0,0,0,0.2375,13,117,0,0,0,0,13,136.03878,0.0,0,0
0,0,0,0.09712,0,0,0,1,5,1,57,0.0,14.56998,1,0
0,0,0,0.05939,0,0,0,1,7,34,33,0.0,32.85074,1,0
0,0,0,0.1056,0,0,0,1,6,9,62,0.0,10.37618,1,0
0,0,0,1.3373,13,827,0,0,5,5,13,139.28578,0.0,0,0
0,0,0,0.07485,0,0,0,1,27,18,43,0.0,11.4473,1,0
1,0,1,0.01478,0,1,0,0,23,0,0,0.0,0.0,0,2
0,0,0,0.04045,0,0,0,1,2,60,19,0.0,83.15562,1,0
0,0,0,0.05386,0,0,0,1,5,25,30,0.0,13.26428,1,0
1,1,1,1.68173,18,1198,7,0,2,0,0,155.06782,0.0,0,2
0,0,0,0.29783,0,0,0,1,8,2,181,0.0,8.31052,1,0
0,0,0,0.05753,0,0,0,1,5,37,32,0.0,27.46945,1,0
0,0,0,0.07726,0,0,0,1,7,12,43,0.0,38.11972,1,0
1,0,1,0.00447,0,0,0,0,26,0,0,0.0,0.0,0,1
0,0,0,0.04922,0,0,0,1,5,1,27,0.0,27.2802,1,0
0,0,0,0.07154,0,0,0,1,6,1,40,0.0,27.85292,1,0
